Actual Item ID,Actual Item Number,Estimated Item ID,Estimated Item Number,Actual Frequency,Estimated Freqency,Estimated Top k frequency,RE,REL,DCG,IDCG,Type,Start Time,Candidate Set,Fall In Candidate Percent
k:,1,Number:,0
316,882272,316,930318,0.882272,0.930318,0.930318,0.05445712886728813,400,400,400,part1,2018-06-03 16:16:32.041711,[316],None
316,882272,316,875844.0,0.882272,0.875844,0.875844,0.007285735011425036,400,400,400,part2,2018-06-03 16:16:32.041711,"[130, 316]",0.870756
k:,1,Number:,1
316,882272,65,879934,0.882272,0.803982,0.879934,0.08873680678974281,394,394,400,part1,2018-06-03 16:16:32.041711,[65],None
316,882272,65,873712.0,0.882272,0.803982,0.873712,0.08873680678974281,395,395,400,part2,2018-06-03 16:16:32.041711,"[65, 203]",0.806892
k:,1,Number:,2
316,882272,65,941974,0.882272,0.74918,0.9419740000000001,0.15085143810525553,392,392,400,part1,2018-06-03 16:16:32.041711,[65],None
316,882272,65,877904.0,0.882272,0.74918,0.877904,0.15085143810525553,392,392,400,part2,2018-06-03 16:16:32.041711,"[65, 130]",0.867776
k:,1,Number:,3
316,882272,155,934548,0.882272,0.915278,0.9345479999999999,0.037410231765260704,398,398,400,part1,2018-06-03 16:16:32.041711,[155],None
316,882272,316,915278.0,0.882272,0.915278,0.915278,0.037410231765260704,400,400,400,part2,2018-06-03 16:16:32.041711,"[155, 203]",0.769886
k:,1,Number:,4
316,882272,307,942444,0.882272,0.9195080000000001,0.9424440000000001,0.042204671575206014,399,399,400,part1,2018-06-03 16:16:32.041711,[307],None
316,882272,128,901178.0,0.882272,0.884408,0.901178,0.0024210220884262755,399,399,400,part2,2018-06-03 16:16:32.041711,"[307, 316]",0.812926
k:,1,Number:,5
316,882272,316,907664,0.882272,0.9076639999999999,0.9076639999999999,0.02878024010735915,400,400,400,part1,2018-06-03 16:16:32.041711,[316],None
316,882272,156,887360.0,0.882272,0.8803,0.88736,0.0022351383700264476,398,398,400,part2,2018-06-03 16:16:32.041711,"[130, 316]",0.871358
k:,1,Number:,6
316,882272,130,1062106,0.882272,0.8538020000000001,1.062106,0.032268960139276645,397,397,400,part1,2018-06-03 16:16:32.041711,[130],None
316,882272,130,859040.0,0.882272,0.8538020000000001,0.85904,0.032268960139276645,398,398,400,part2,2018-06-03 16:16:32.041711,"[130, 285]",0.811234
k:,1,Number:,7
316,882272,155,921670,0.882272,0.849384,0.92167,0.03727648616299726,398,398,400,part1,2018-06-03 16:16:32.041711,[155],None
316,882272,130,857924.0,0.882272,0.849384,0.857924,0.03727648616299726,399,399,400,part2,2018-06-03 16:16:32.041711,"[130, 155]",0.831698
k:,1,Number:,8
316,882272,316,948554,0.882272,0.9485539999999999,0.9485539999999999,0.07512649160349638,400,400,400,part1,2018-06-03 16:16:32.041711,[316],None
316,882272,285,891778.0000000001,0.882272,0.885172,0.8917780000000001,0.003286968191215423,399,399,400,part2,2018-06-03 16:16:32.041711,"[130, 316]",0.8713
k:,1,Number:,9
316,882272,128,959928,0.882272,0.846376,0.959928,0.04068586558340277,395,395,400,part1,2018-06-03 16:16:32.041711,[128],None
316,882272,130,909638.0,0.882272,0.846376,0.909638,0.04068586558340277,396,396,400,part2,2018-06-03 16:16:32.041711,"[128, 213]",0.825786
k:,1,Number:,10
316,882272,65,998938,0.882272,0.904186,0.9989379999999999,0.02483814515251544,397,397,400,part1,2018-06-03 16:16:32.041711,[65],None
316,882272,253,910860.0000000001,0.882272,0.904186,0.9108600000000001,0.02483814515251544,399,399,400,part2,2018-06-03 16:16:32.041711,"[65, 155]",0.839262
k:,1,Number:,11
316,882272,130,1014260,0.882272,0.8024779999999999,1.01426,0.09044149649994564,393,393,400,part1,2018-06-03 16:16:32.041711,[130],None
316,882272,213,915748.0,0.882272,0.8024779999999999,0.915748,0.09044149649994564,393,393,400,part2,2018-06-03 16:16:32.041711,"[65, 130]",0.868016
k:,1,Number:,12
316,882272,316,949588,0.882272,0.949588,0.949588,0.07629846577926087,400,400,400,part1,2018-06-03 16:16:32.041711,[316],None
316,882272,213,897041.9999999999,0.882272,0.882484,0.8970419999999999,0.00024028870915103394,399,399,400,part2,2018-06-03 16:16:32.041711,"[307, 316]",0.812838
k:,1,Number:,13
316,882272,128,1046878,0.882272,0.88125,1.046878,0.0011583729280765654,398,398,400,part1,2018-06-03 16:16:32.041711,[128],None
316,882272,316,881250.0,0.882272,0.88125,0.88125,0.0011583729280765654,400,400,400,part2,2018-06-03 16:16:32.041711,"[128, 213]",0.825924
k:,1,Number:,14
316,882272,130,936522,0.882272,0.7390279999999999,0.936522,0.16235809364912412,394,394,400,part1,2018-06-03 16:16:32.041711,[130],None
316,882272,130,865836.0,0.882272,0.7390279999999999,0.865836,0.16235809364912412,394,394,400,part2,2018-06-03 16:16:32.041711,"[130, 213]",0.854806
k:,1,Number:,15
316,882272,155,963406,0.882272,0.870628,0.963406,0.013197744006383506,395,395,400,part1,2018-06-03 16:16:32.041711,[155],None
316,882272,253,919696.0,0.882272,0.870628,0.919696,0.013197744006383506,397,397,400,part2,2018-06-03 16:16:32.041711,"[130, 155]",0.83083
k:,1,Number:,16
316,882272,253,901742,0.882272,0.885668,0.901742,0.0038491530956440484,399,399,400,part1,2018-06-03 16:16:32.041711,[253],None
316,882272,316,886580.0,0.882272,0.88658,0.88658,0.004882847919915955,400,400,400,part2,2018-06-03 16:16:32.041711,"[253, 316]",0.816098
k:,1,Number:,17
316,882272,316,968388,0.882272,0.968388,0.968388,0.09760708715679528,400,400,400,part1,2018-06-03 16:16:32.041711,[316],None
316,882272,316,875300.0,0.882272,0.8753,0.8753,0.007902324906604741,400,400,400,part2,2018-06-03 16:16:32.041711,"[65, 316]",0.879382
k:,1,Number:,18
316,882272,316,880498,0.882272,0.880498,0.880498,0.0020107177831779114,400,400,400,part1,2018-06-03 16:16:32.041711,[316],None
316,882272,316,887052.0,0.882272,0.887052,0.887052,0.0054178303289688515,400,400,400,part2,2018-06-03 16:16:32.041711,"[65, 316]",0.87952
k:,1,Number:,19
316,882272,203,940658,0.882272,0.908322,0.940658,0.029526041855572907,399,399,400,part1,2018-06-03 16:16:32.041711,[203],None
316,882272,316,881684.0,0.882272,0.881684,0.881684,0.0006664611367015183,400,400,400,part2,2018-06-03 16:16:32.041711,"[203, 316]",0.81023
k:,2,Number:,0
316,882272,316,1121890,0.882272,1.12189,1.12189,0.2715919807043634,400,400,400,part1,2018-06-03 16:16:32.041711,[316],None
65,876455,65,984650,0.876455,0.98465,0.98465,0.12344615525041222,400,800.0,800.0,part1,2018-06-03 16:16:32.041711,"[65, 316]",None
316,882272,316,886576.0,0.882272,0.886576,0.886576,0.004878314170686689,400,400,400,part2,2018-06-03 16:16:32.041711,"[65, 130, 213, 316]",0.866984
65,876455,65,879416.0,0.876455,0.879416,0.879416,0.00337838223297259,400,800.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 130, 213, 316]",0.866984
k:,2,Number:,1
316,882272,130,955980,0.882272,0.9436659999999999,0.95598,0.06958625004533744,399,399,400,part1,2018-06-03 16:16:32.041711,[130],None
65,876455,316,943666,0.876455,0.8994859999999999,0.9436659999999999,0.026277447216343012,398,797.0,800.0,part1,2018-06-03 16:16:32.041711,"[130, 316]",None
316,882272,65,894352.0,0.882272,0.87948,0.894352,0.0031645569620252097,399,399,400,part2,2018-06-03 16:16:32.041711,"[65, 130, 155, 316]",0.854836
65,876455,316,879480.0,0.876455,0.894352,0.87948,0.020419759143367373,399,798.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 130, 155, 316]",0.854836
k:,2,Number:,2
316,882272,65,892342,0.882272,0.843462,0.892342,0.043988701896920564,396,396,400,part1,2018-06-03 16:16:32.041711,[65],None
65,876455,213,887642,0.876455,0.892342,0.887642,0.018126429765361583,399,795.0,800.0,part1,2018-06-03 16:16:32.041711,"[65, 213]",None
316,882272,65,874728.0,0.882272,0.843462,0.874728,0.043988701896920564,398,398,400,part2,2018-06-03 16:16:32.041711,"[65, 156, 213, 285]",0.800974
65,876455,213,844816.0,0.876455,0.874728,0.844816,0.001970437729261667,399,797.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 156, 213, 285]",0.800974
k:,2,Number:,3
316,882272,213,960680,0.882272,0.8893340000000001,0.96068,0.008004334264263316,396,396,400,part1,2018-06-03 16:16:32.041711,[213],None
65,876455,189,942914,0.876455,0.927122,0.942914,0.05780901472408739,399,795.0,800.0,part1,2018-06-03 16:16:32.041711,"[213, 189]",None
316,882272,316,889334.0000000001,0.882272,0.8893340000000001,0.8893340000000001,0.008004334264263316,400,400,400,part2,2018-06-03 16:16:32.041711,"[65, 155, 189, 213]",0.817692
65,876455,65,889080.0,0.876455,0.88908,0.88908,0.014404618605632916,400,800.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 155, 189, 213]",0.817692
k:,2,Number:,4
316,882272,316,966414,0.882272,0.966414,0.966414,0.09536968191215414,400,400,400,part1,2018-06-03 16:16:32.041711,[316],None
65,876455,65,909638,0.876455,0.909638,0.909638,0.03786047201510627,400,800.0,800.0,part1,2018-06-03 16:16:32.041711,"[65, 316]",None
316,882272,65,878592.0,0.882272,0.876472,0.878592,0.006573936382430721,399,399,400,part2,2018-06-03 16:16:32.041711,"[65, 189, 285, 316]",0.815344
65,876455,316,876472.0,0.876455,0.878592,0.876472,0.002438231283979275,399,798.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 189, 285, 316]",0.815344
k:,2,Number:,5
316,882272,130,1036726,0.882272,0.860946,1.036726,0.02417168401581367,396,396,400,part1,2018-06-03 16:16:32.041711,[130],None
65,876455,253,945922,0.876455,0.9231739999999999,0.945922,0.05330450508012386,398,794.0,800.0,part1,2018-06-03 16:16:32.041711,"[130, 253]",None
316,882272,65,888216.0,0.882272,0.860946,0.888216,0.02417168401581367,399,399,400,part2,2018-06-03 16:16:32.041711,"[65, 130, 213, 253]",0.83394
65,876455,316,860946.0,0.876455,0.888216,0.860946,0.013418829261057353,399,798.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 130, 213, 253]",0.83394
k:,2,Number:,6
316,882272,130,978258,0.882272,0.7985300000000001,0.978258,0.09491630698922768,393,393,400,part1,2018-06-03 16:16:32.041711,[130],None
65,876455,344,913586,0.876455,0.837728,0.913586,0.04418595364279964,398,791.0,800.0,part1,2018-06-03 16:16:32.041711,"[344, 130]",None
316,882272,65,882128.0,0.882272,0.7985300000000001,0.882128,0.09491630698922768,395,395,400,part2,2018-06-03 16:16:32.041711,"[65, 130, 189, 344]",0.801144
65,876455,130,854960.0,0.876455,0.882128,0.85496,0.006472665453446029,399,794.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 130, 189, 344]",0.801144
k:,2,Number:,7
316,882272,130,931352,0.882272,0.862732,0.931352,0.02214736498494783,397,397,400,part1,2018-06-03 16:16:32.041711,[130],None
65,876455,307,924866,0.876455,0.8489140000000001,0.9248660000000001,0.03142317631823645,395,792.0,800.0,part1,2018-06-03 16:16:32.041711,"[130, 307]",None
316,882272,316,883304.0,0.882272,0.883304,0.883304,0.0011697073011497962,400,400,400,part2,2018-06-03 16:16:32.041711,"[130, 189, 307, 316]",0.807084
65,876455,155,858220.0,0.876455,0.8489140000000001,0.85822,0.03142317631823645,398,798.0,800.0,part2,2018-06-03 16:16:32.041711,"[130, 189, 307, 316]",0.807084
k:,2,Number:,8
316,882272,155,968858,0.882272,0.922704,0.968858,0.045827137209386706,399,399,400,part1,2018-06-03 16:16:32.041711,[155],None
65,876455,316,922704,0.876455,0.911612,0.922704,0.04011272683708804,399,798.0,800.0,part1,2018-06-03 16:16:32.041711,"[155, 316]",None
316,882272,65,872416.0,0.882272,0.864768,0.872416,0.019839686627253234,399,399,400,part2,2018-06-03 16:16:32.041711,"[65, 155, 316, 344]",0.821902
65,876455,316,864768.0,0.876455,0.872416,0.864768,0.004608336993912996,399,798.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 155, 316, 344]",0.821902
k:,2,Number:,9
316,882272,130,903716,0.882272,0.866398,0.903716,0.017992183816328687,398,398,400,part1,2018-06-03 16:16:32.041711,[130],None
65,876455,65,899016,0.876455,0.8990159999999999,0.8990159999999999,0.025741196068252155,400,798.0,800.0,part1,2018-06-03 16:16:32.041711,"[65, 130]",None
316,882272,316,885528.0,0.882272,0.885528,0.885528,0.0036904718726198235,400,400,400,part2,2018-06-03 16:16:32.041711,"[65, 128, 130, 316]",0.855204
65,876455,65,868536.0,0.876455,0.868536,0.868536,0.009035261365386711,400,800.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 128, 130, 316]",0.855204
k:,2,Number:,10
316,882272,155,943384,0.882272,0.850606,0.943384,0.03589142577345759,396,396,400,part1,2018-06-03 16:16:32.041711,[155],None
65,876455,65,916218,0.876455,0.9162180000000001,0.9162180000000001,0.04536798808837887,400,796.0,800.0,part1,2018-06-03 16:16:32.041711,"[65, 155]",None
316,882272,65,869768.0,0.882272,0.850606,0.869768,0.03589142577345759,398,398,400,part2,2018-06-03 16:16:32.041711,"[65, 130, 155, 253]",0.82157
65,876455,130,868112.0,0.876455,0.869768,0.868112,0.007629598781454836,399,797.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 130, 155, 253]",0.82157
k:,2,Number:,11
316,882272,65,919226,0.882272,0.876738,0.919226,0.0062724420586847685,398,398,400,part1,2018-06-03 16:16:32.041711,[65],None
65,876455,128,886890,0.876455,0.919226,0.8868900000000001,0.04879999543616045,399,797.0,800.0,part1,2018-06-03 16:16:32.041711,"[128, 65]",None
316,882272,316,877248.0,0.882272,0.877248,0.877248,0.0056943890319537714,400,400,400,part2,2018-06-03 16:16:32.041711,"[65, 128, 130, 316]",0.855382
65,876455,65,869984.0,0.876455,0.869984,0.869984,0.007383151445310945,400,800.0,800.0,part2,2018-06-03 16:16:32.041711,"[65, 128, 130, 316]",0.855382
k:,2,Number:,12
316,882272,130,950058,0.882272,0.749932,0.950058,0.14999909325015404,394,394,400,part1,2018-06-03 16:16:32.041711,[130],None
65,876455,329,834814,0.876455,0.71487,0.834814,0.18436200375375802,391,785.0,800.0,part1,2018-06-03 16:16:32.041711,"[329, 130]",None
316,882272,130,850736.0,0.882272,0.749932,0.850736,0.14999909325015404,395,395,400,part2,2018-06-03 16:16:32.041711,"[128, 130, 155, 329]",0.79023
65,876455,128,796280.0,0.876455,0.71487,0.79628,0.18436200375375802,392,787.0,800.0,part2,2018-06-03 16:16:32.041711,"[128, 130, 155, 329]",0.79023
k:,2,Number:,13
316,882272,130,1022156,0.882272,0.627732,1.022156,0.28850513220412755,384,384,400,part1,2018-06-03 16:16:32.041711,[130],None
