Actual Item ID,Actual Item Number,Estimated Item ID,Estimated Item Number,Actual Frequency,Estimated Freqency,Estimated Top k frequency,RE,REL,DCG,IDCG,Type,Start Time,Candidate Set,Fall In Candidate Percent
k:,1,Number:,0
316,882272,155,983475,0.882272,0.934877,0.983475,0.059624469551340195,399,399,400,part1,2018-06-03 20:06:48.489692,[155],None
316,882272,316,909338.5,0.882272,0.9093385,0.9093385,0.03067818087845937,400,400,400,part2,2018-06-03 20:06:48.489692,"[155, 316]",0.841792
k:,1,Number:,1
316,882272,65,995883,0.882272,0.957014,0.995883,0.084715371223387,399,399,400,part1,2018-06-03 20:06:48.489692,[65],None
316,882272,65,938673.4999999999,0.882272,0.916936,0.9386734999999999,0.03928947082078999,398,398,400,part2,2018-06-03 20:06:48.489692,"[65, 316]",0.879213
k:,1,Number:,2
316,882272,316,986953,0.882272,0.986953,0.986953,0.1186493507671104,400,400,400,part1,2018-06-03 20:06:48.489692,[316],None
316,882272,316,934983.5,0.882272,0.9349835,0.9349835,0.05974518062456932,400,400,400,part2,2018-06-03 20:06:48.489692,"[155, 316]",0.842192
k:,1,Number:,3
316,882272,130,1003591,0.882272,0.8221710000000001,1.0035910000000001,0.06812071560697817,396,396,400,part1,2018-06-03 20:06:48.489692,[130],None
316,882272,65,932229.0,0.882272,0.8221710000000001,0.932229,0.06812071560697817,396,396,400,part2,2018-06-03 20:06:48.489692,"[65, 130]",0.867866
k:,1,Number:,4
316,882272,213,959693,0.882272,0.779448,0.959693,0.11654455768742511,393,393,400,part1,2018-06-03 20:06:48.489692,[213],None
316,882272,213,907235.5000000001,0.882272,0.779448,0.9072355000000001,0.11654455768742511,393,393,400,part2,2018-06-03 20:06:48.489692,"[65, 213]",0.863684
k:,1,Number:,5
316,882272,65,914291,0.882272,0.7558539999999999,0.9142910000000001,0.14328687751623087,392,392,400,part1,2018-06-03 20:06:48.489692,[65],None
316,882272,65,892194.5,0.882272,0.7558539999999999,0.8921945,0.14328687751623087,392,392,400,part2,2018-06-03 20:06:48.489692,"[61, 65]",0.771541
k:,1,Number:,6
316,882272,130,964957,0.882272,0.920025,0.9649570000000001,0.04279065866308807,399,399,400,part1,2018-06-03 20:06:48.489692,[130],None
316,882272,130,914853.5,0.882272,0.8978744999999999,0.9148535,0.01768445558739251,398,398,400,part2,2018-06-03 20:06:48.489692,"[130, 316]",0.871071
k:,1,Number:,7
316,882272,65,1024976,0.882272,0.813006,1.024976,0.07850866852852628,396,396,400,part1,2018-06-03 20:06:48.489692,[65],None
316,882272,128,989162.0,0.882272,0.813006,0.989162,0.07850866852852628,396,396,400,part2,2018-06-03 20:06:48.489692,"[65, 213]",0.863234
k:,1,Number:,8
316,882272,213,968811,0.882272,0.7619640000000001,0.968811,0.136361575568532,391,391,400,part1,2018-06-03 20:06:48.489692,[213],None
316,882272,213,907457.5,0.882272,0.7619640000000001,0.9074575,0.136361575568532,391,391,400,part2,2018-06-03 20:06:48.489692,"[189, 213]",0.796015
k:,1,Number:,9
316,882272,155,962701,0.882272,0.7607419999999999,0.962701,0.13774663595807193,390,390,400,part1,2018-06-03 20:06:48.489692,[155],None
316,882272,130,882378.0,0.882272,0.7607419999999999,0.882378,0.13774663595807193,390,390,400,part2,2018-06-03 20:06:48.489692,"[155, 203]",0.770385
k:,1,Number:,10
316,882272,130,954993,0.882272,0.8880649999999999,0.954993,0.006566002321279535,398,398,400,part1,2018-06-03 20:06:48.489692,[130],None
316,882272,65,908209.4999999999,0.882272,0.8880649999999999,0.9082094999999999,0.006566002321279535,398,398,400,part2,2018-06-03 20:06:48.489692,"[65, 130]",0.8687
k:,1,Number:,11
316,882272,213,1036162,0.882272,0.9796210000000001,1.036162,0.11033898842987212,399,399,400,part1,2018-06-03 20:06:48.489692,[213],None
316,882272,213,944938.0,0.882272,0.9339005,0.9449380000000001,0.058517668020746524,399,399,400,part2,2018-06-03 20:06:48.489692,"[213, 316]",0.865965
k:,1,Number:,12
316,882272,130,874435,0.882272,0.677928,0.874435,0.23161111312611074,385,385,400,part1,2018-06-03 20:06:48.489692,[130],None
316,882272,130,863424.5,0.882272,0.677928,0.8634245,0.23161111312611074,385,385,400,part2,2018-06-03 20:06:48.489692,"[130, 156]",0.788497
k:,1,Number:,13
316,882272,65,1046737,0.882272,0.8675259999999999,1.046737,0.016713666533676733,397,397,400,part1,2018-06-03 20:06:48.489692,[65],None
316,882272,65,960577.5000000001,0.882272,0.8675259999999999,0.9605775000000001,0.016713666533676733,397,397,400,part2,2018-06-03 20:06:48.489692,"[65, 130]",0.868834
k:,1,Number:,14
316,882272,316,949306,0.882272,0.949306,0.949306,0.07597883645859785,400,400,400,part1,2018-06-03 20:06:48.489692,[316],None
316,882272,316,915731.0000000001,0.882272,0.9157310000000001,0.9157310000000001,0.03792367886547474,400,400,400,part2,2018-06-03 20:06:48.489692,"[130, 316]",0.871131
k:,1,Number:,15
316,882272,130,1049369,0.882272,0.918991,1.049369,0.041618684487323705,399,399,400,part1,2018-06-03 20:06:48.489692,[130],None
316,882272,130,957453.5,0.882272,0.8987905,0.9574535,0.01872268416089381,399,399,400,part2,2018-06-03 20:06:48.489692,"[130, 316]",0.871788
k:,1,Number:,16
316,882272,307,971255,0.882272,0.771505,0.971255,0.12554745021943342,392,392,400,part1,2018-06-03 20:06:48.489692,[307],None
316,882272,130,875785.5000000001,0.882272,0.771505,0.8757855000000001,0.12554745021943342,392,392,400,part2,2018-06-03 20:06:48.489692,"[130, 307]",0.80226
k:,1,Number:,17
316,882272,21,912693,0.882272,0.847175,0.912693,0.03978024917485757,394,394,400,part1,2018-06-03 20:06:48.489692,[21],None
316,882272,128,888253.0,0.882272,0.847175,0.888253,0.03978024917485757,395,395,400,part2,2018-06-03 20:06:48.489692,"[21, 213]",0.775401
k:,1,Number:,18
316,882272,21,980420,0.882272,0.7385579999999999,0.98042,0.16289080918356247,389,389,400,part1,2018-06-03 20:06:48.489692,[21],None
316,882272,65,851640.0000000001,0.882272,0.7385579999999999,0.8516400000000001,0.16289080918356247,389,389,400,part2,2018-06-03 20:06:48.489692,"[21, 203]",0.718511
k:,1,Number:,19
316,882272,128,901507,0.882272,0.869359,0.9015070000000001,0.014636075949367035,398,398,400,part1,2018-06-03 20:06:48.489692,[128],None
316,882272,130,871544.5,0.882272,0.869359,0.8715444999999999,0.014636075949367035,399,399,400,part2,2018-06-03 20:06:48.489692,"[128, 130]",0.831055
Actual Item ID,Actual Item Number,Estimated Item ID,Estimated Item Number,Actual Frequency,Estimated Freqency,Estimated Top k frequency,RE,REL,DCG,IDCG,Type,Start Time,Candidate Set,Fall In Candidate Percent
k:,1,Number:,0
316,882272,130,957249,0.882272,0.814228,0.957249,0.07712360813898661,394,394,400,part1,2018-06-03 21:32:02.226502,[130],None
316,882272,65,923456.0,0.882272,0.814228,0.9234559999999999,0.07712360813898661,394,394,400,part2,2018-06-03 21:32:02.226502,"[128, 130]",0.831402
k:,1,Number:,1
316,882272,316,1048570,0.882272,1.04857,1.04857,0.18848835733197933,400,400,400,part1,2018-06-03 21:32:02.226502,[316],None
316,882272,316,968185.0000000001,0.882272,0.9681850000000001,0.9681850000000001,0.09737699938341025,400,400,400,part2,2018-06-03 21:32:02.226502,"[61, 316]",0.774384
k:,1,Number:,2
316,882272,316,886655,0.882272,0.886655,0.886655,0.004967855717964558,400,400,400,part1,2018-06-03 21:32:02.226502,[316],None
316,882272,316,884223.5,0.882272,0.8842235,0.8842235,0.0022119029052266263,400,400,400,part2,2018-06-03 21:32:02.226502,"[213, 316]",0.866564
k:,1,Number:,3
316,882272,156,951938,0.882272,0.874247,0.9519380000000001,0.009095834391208096,397,397,400,part1,2018-06-03 21:32:02.226502,[156],None
316,882272,213,876317.0,0.882272,0.874247,0.876317,0.009095834391208096,398,398,400,part2,2018-06-03 21:32:02.226502,"[156, 213]",0.783909
k:,1,Number:,4
316,882272,253,998515,0.882272,0.9191790000000001,0.998515,0.041831770701099134,399,399,400,part1,2018-06-03 21:32:02.226502,[253],None
316,882272,155,906771.0000000001,0.882272,0.8994645000000001,0.9067710000000001,0.019486620906024637,399,399,400,part2,2018-06-03 21:32:02.226502,"[253, 316]",0.816077
k:,1,Number:,5
316,882272,65,1074420,0.882272,0.74448,1.07442,0.15617859344963902,387,387,400,part1,2018-06-03 21:32:02.226502,[65],None
316,882272,65,970237.9999999999,0.882272,0.74448,0.9702379999999999,0.15617859344963902,387,387,400,part2,2018-06-03 21:32:02.226502,"[65, 213]",0.863442
k:,1,Number:,6
316,882272,285,1062012,0.882272,0.8274349999999999,1.0620120000000002,0.062154301621268754,394,394,400,part1,2018-06-03 21:32:02.226502,[285],None
316,882272,307,917769.0,0.882272,0.8274349999999999,0.917769,0.062154301621268754,394,394,400,part2,2018-06-03 21:32:02.226502,"[130, 285]",0.812236
k:,1,Number:,7
