Actual Item ID,Actual Item Number,Estimated Item ID,Estimated Item Number,Actual Frequency,Estimated Freqency,Estimated Top k frequency,RE,REL,DCG,IDCG,Type,Start Time,Candidate Set,Fall In Candidate Percent
Privacy_Parameter:,0.5,Number:,0
316,882272,213,1213540,0.882272,0.7437280000000001,1.21354,0.15703093830474038,384,384,400,part1,2018-06-03 00:59:38.333000,[213],None
65,876455,307,1208182,0.876455,0.955604,1.208182,0.09030583429839527,397,781.0,800.0,part1,2018-06-03 00:59:38.333000,"[307, 213]",None
130,860398,344,1103748,0.860398,0.540312,1.1037480000000002,0.37202085546456404,364,1010.6584303000104,1052.371901428583,part1,2018-06-03 00:59:38.333000,"[344, 307, 213]",None
213,850743,334,979386,0.850743,1.21354,0.979386,0.42644723494639397,397,1209.1584303000104,1252.371901428583,part1,2018-06-03 00:59:38.333000,"[344, 307, 213, 334]",None
128,802208,65,955604,0.802208,0.397526,0.955604,0.5044601898759424,344,1357.3111662772576,1424.6425246579402,part1,2018-06-03 00:59:38.333000,"[344, 65, 307, 213, 334]",None
155,801779,155,937180,0.801779,0.93718,0.93718,0.16887571263403006,400,1512.0522891710743,1579.383647551757,part1,2018-06-03 00:59:38.333000,"[65, 334, 307, 213, 344, 155]",None
285,763340,203,921858,0.76334,0.6946599999999999,0.921858,0.08997301333612816,387,1649.904470581879,1721.8665223949658,part1,2018-06-03 00:59:38.333000,"[65, 203, 334, 307, 213, 344, 155]",None
253,750070,253,888864,0.75007,0.8888640000000001,0.8888640000000001,0.18504139613636073,400,1783.2378039152122,1855.199855728299,part1,2018-06-03 00:59:38.333000,"[65, 203, 334, 307, 213, 344, 155, 253]",None
307,744477,348,864236,0.744477,1.208182,0.8642360000000001,0.6228600749250817,393,1907.2155004920037,1981.3858064425906,part1,2018-06-03 00:59:38.333000,"[65, 203, 334, 307, 213, 344, 155, 348, 253]",None
189,740922,166,863484,0.740922,0.561838,0.8634839999999999,0.24170425496880918,376,2020.4027788616606,2101.797804708183,part1,2018-06-03 00:59:38.333000,"[65, 166, 203, 334, 307, 213, 344, 155, 348, 253]",None
203,738582,329,789788,0.738582,0.921858,0.7897879999999999,0.24814577122106957,396,2134.872450083544,2217.423735235338,part1,2018-06-03 00:59:38.333000,"[65, 166, 329, 203, 334, 307, 213, 344, 155, 348, 253]",None
344,725937,64,770612,0.725937,1.1037480000000002,0.7706120000000001,0.520445989114758,391,2243.939141833136,2329.00091349579,part1,2018-06-03 00:59:38.333000,"[64, 65, 166, 329, 203, 334, 307, 213, 344, 155, 348, 253]",None
156,717048,163,759896,0.717048,0.54191,0.7598959999999999,0.24424864165299953,375,2345.278449743381,2437.096175266718,part1,2018-06-03 00:59:38.333000,"[64, 65, 163, 166, 329, 203, 334, 307, 213, 344, 155, 348, 253]",None
21,699744,142,752188,0.699744,0.429016,0.7521880000000001,0.38689577902775873,360,2439.8322823567705,2542.1559892815953,part1,2018-06-03 00:59:38.333000,"[64, 65, 163, 166, 142, 329, 203, 334, 307, 213, 344, 155, 348, 253]",None
64,698707,231,750684,0.698707,0.7706120000000001,0.750684,0.10291152085208838,397,2541.447618206267,2644.5391992055215,part1,2018-06-03 00:59:38.333000,"[64, 65, 163, 166, 142, 329, 203, 334, 307, 213, 344, 155, 348, 253, 231]",None
329,696025,357,744480,0.696025,0.7897879999999999,0.74448,0.1347121152257461,395,2640.197618206267,2744.5391992055215,part1,2018-06-03 00:59:38.333000,"[64, 65, 163, 357, 166, 142, 329, 203, 334, 307, 213, 344, 155, 348, 253, 231]",None
61,665866,316,743728,0.665866,0.274762,0.7437280000000001,0.5873614210667011,316,2717.5071895156266,2842.399416052812,part1,2018-06-03 00:59:38.333000,"[64, 65, 163, 357, 166, 142, 329, 203, 334, 307, 213, 316, 344, 155, 348, 253, 231]",None
183,635885,223,709982,0.635885,0.38681,0.709982,0.39169818442013893,354,2802.400802680745,2938.3244026800644,part1,2018-06-03 00:59:38.333000,"[64, 65, 163, 223, 357, 166, 142, 329, 203, 334, 307, 213, 316, 344, 155, 348, 253, 231]",None
293,630599,342,701522,0.630599,0.552626,0.701522,0.12364910188566755,384,2892.797825413534,3032.4879680267195,part1,2018-06-03 00:59:38.333000,"[64, 65, 163, 223, 357, 166, 142, 329, 203, 334, 307, 213, 342, 316, 344, 155, 348, 253, 231]",None
269,603520,285,694660,0.60352,0.525742,0.6946599999999999,0.1288739395546128,380,2980.7215464142428,3125.039253290623,part1,2018-06-03 00:59:38.333000,"[64, 65, 163, 223, 357, 166, 142, 329, 203, 334, 285, 307, 213, 342, 316, 344, 155, 348, 253, 231]",None
316,882272,65,1247760.0,0.882272,0.97792,1.24776,0.10841101157012811,395,395,400,part2,2018-06-03 00:59:38.333000,"[43, 44, 47, 53, 64, 65, 73, 130, 142, 155, 156, 163, 166, 175, 189, 203, 213, 215, 222, 223, 225, 231, 233, 253, 269, 279, 285, 293, 307, 316, 329, 332, 334, 335, 342, 344, 348, 357, 364, 379]",0.49205
65,876455,253,1079840.0,0.876455,1.24776,1.07984,0.42364411179125,399,794.0,800.0,part2,2018-06-03 00:59:38.333000,"[43, 44, 47, 53, 64, 65, 73, 130, 142, 155, 156, 163, 166, 175, 189, 203, 213, 215, 222, 223, 225, 231, 233, 253, 269, 279, 285, 293, 307, 316, 329, 332, 334, 335, 342, 344, 348, 357, 364, 379]",0.49205
130,860398,348,1070000.0,0.860398,0.8263199999999999,1.07,0.03960725152778139,392,1041.3244634000114,1052.371901428583,part2,2018-06-03 00:59:38.333000,"[43, 44, 47, 53, 64, 65, 73, 130, 142, 155, 156, 163, 166, 175, 189, 203, 213, 215, 222, 223, 225, 231, 233, 253, 269, 279, 285, 293, 307, 316, 329, 332, 334, 335, 342, 344, 348, 357, 364, 379]",0.49205
213,850743,189,1000159.9999999999,0.850743,0.87208,1.00016,0.025080429694984193,394,1238.3244634000114,1252.371901428583,part2,2018-06-03 00:59:38.333000,"[43, 44, 47, 53, 64, 65, 73, 130, 142, 155, 156, 163, 166, 175, 189, 203, 213, 215, 222, 223, 225, 231, 233, 253, 269, 279, 285, 293, 307, 316, 329, 332, 334, 335, 342, 344, 348, 357, 364, 379]",0.49205
128,802208,344,989040.0,0.802208,0.397526,0.98904,0.5044601898759424,358,1392.5066711902862,1424.6425246579402,part2,2018-06-03 00:59:38.333000,"[43, 44, 47, 53, 64, 65, 73, 130, 142, 155, 156, 163, 166, 175, 189, 203, 213, 215, 222, 223, 225, 231, 233, 253, 269, 279, 285, 293, 307, 316, 329, 332, 334, 335, 342, 344, 348, 357, 364, 379]",0.49205
155,801779,316,977920.0,0.801779,0.6944,0.97792,0.13392593220825189,387,1542.2187075900538,1579.383647551757,part2,2018-06-03 00:59:38.333000,"[43, 44, 47, 53, 64, 65, 73, 130, 142, 155, 156, 163, 166, 175, 189, 203, 213, 215, 222, 223, 225, 231, 233, 253, 269, 279, 285, 293, 307, 316, 329, 332, 334, 335, 342, 344, 348, 357, 364, 379]",0.49205
